sample_id,instrument_id,instrument_type,date,test_type,duration_min,turnaround_hours,result,operator,product_family,manual_entry,automation_phase,downtime_flag,downtime_reason
S2024-04706,HPLC_02,HPLC,2024-07-29,Assay,46.0,23.3,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04707,HPLC_02,HPLC,2024-07-29,Endotoxin,25.9,20.1,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04708,HPLC_02,HPLC,2024-07-29,pH Check,58.3,25.5,pass,AD,Media_Y,0,After_Automation,0,
S2024-04709,HPLC_02,HPLC,2024-07-29,Impurity,71.7,27.0,fail,AD,Reagent_B,0,After_Automation,0,
S2024-04710,UV_01,UV_Spectrometer,2024-07-29,Impurity,42.8,29.4,pass,EL,Media_X,0,After_Automation,0,
S2024-04711,UV_01,UV_Spectrometer,2024-07-29,Endotoxin,53.9,30.6,pass,CF,Media_X,0,After_Automation,0,
S2024-04712,UV_01,UV_Spectrometer,2024-07-29,Endotoxin,46.4,22.1,pass,CF,Media_Y,0,After_Automation,0,
S2024-04713,UV_01,UV_Spectrometer,2024-07-29,Weigh,46.2,16.5,pass,EL,Media_X,1,After_Automation,0,
S2024-04714,UV_01,UV_Spectrometer,2024-07-29,Assay,56.5,16.0,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04715,BAL_01,Analytical_Balance,2024-07-29,Assay,33.7,21.0,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04716,BAL_01,Analytical_Balance,2024-07-29,pH Check,41.3,19.6,pass,DG,Reagent_A,0,After_Automation,0,
S2024-04717,PH_01,pH_Meter,2024-07-29,Endotoxin,17.6,26.2,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04718,PH_01,pH_Meter,2024-07-29,Endotoxin,36.9,25.3,pass,DG,Media_X,0,After_Automation,0,
S2024-04719,PH_01,pH_Meter,2024-07-29,Assay,29.6,18.4,fail,AD,Reagent_B,0,After_Automation,0,
S2024-04720,PH_01,pH_Meter,2024-07-29,Weigh,41.6,22.1,pass,AD,Media_X,0,After_Automation,0,
S2024-04721,PH_01,pH_Meter,2024-07-29,Assay,57.1,21.8,pass,AD,Reagent_B,0,After_Automation,0,
S2024-04722,PH_01,pH_Meter,2024-07-29,Endotoxin,56.3,19.7,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04723,PH_01,pH_Meter,2024-07-29,Impurity,56.2,20.2,pass,AD,Reagent_A,0,After_Automation,0,
S2024-04724,LUM_01,Luminometer,2024-07-29,Impurity,33.3,24.7,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04725,LUM_01,Luminometer,2024-07-29,Endotoxin,10.9,20.2,pass,CF,Media_X,1,After_Automation,0,
S2024-04726,LUM_01,Luminometer,2024-07-29,Endotoxin,55.6,21.0,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04727,LUM_01,Luminometer,2024-07-29,Weigh,37.5,22.9,pass,EL,Media_X,0,After_Automation,0,
S2024-04728,LUM_01,Luminometer,2024-07-29,Assay,22.9,28.8,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04729,HPLC_01,HPLC,2024-07-30,Impurity,44.4,20.8,pass,EL,Media_Y,0,After_Automation,0,
S2024-04730,HPLC_01,HPLC,2024-07-30,Assay,24.9,23.8,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04731,HPLC_01,HPLC,2024-07-30,Endotoxin,35.7,16.2,pass,BR,Media_Y,0,After_Automation,0,
S2024-04732,HPLC_01,HPLC,2024-07-30,Weigh,70.1,25.5,pass,DG,Media_X,0,After_Automation,0,
S2024-04733,HPLC_02,HPLC,2024-07-30,Endotoxin,58.9,21.0,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04734,HPLC_02,HPLC,2024-07-30,Weigh,31.7,30.2,pass,BR,Reagent_A,1,After_Automation,0,
S2024-04735,HPLC_02,HPLC,2024-07-30,Endotoxin,34.0,22.6,pass,DG,Media_Y,0,After_Automation,0,
S2024-04736,HPLC_02,HPLC,2024-07-30,pH Check,32.7,21.3,pass,DG,Reagent_A,0,After_Automation,0,
S2024-04737,HPLC_02,HPLC,2024-07-30,Impurity,29.6,20.4,pass,AD,Reagent_A,0,After_Automation,0,
S2024-04738,UV_01,UV_Spectrometer,2024-07-30,Assay,53.1,20.9,pass,DG,Media_X,0,After_Automation,0,
S2024-04739,UV_01,UV_Spectrometer,2024-07-30,Endotoxin,39.1,20.3,pass,AD,Reagent_B,0,After_Automation,0,
S2024-04740,UV_01,UV_Spectrometer,2024-07-30,Assay,42.4,18.2,pass,CF,Media_X,0,After_Automation,0,
S2024-04741,UV_01,UV_Spectrometer,2024-07-30,Assay,28.2,26.7,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04742,BAL_01,Analytical_Balance,2024-07-30,Impurity,78.4,26.5,pass,AD,Media_Y,1,After_Automation,0,
S2024-04743,BAL_01,Analytical_Balance,2024-07-30,Assay,58.2,23.6,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04744,BAL_01,Analytical_Balance,2024-07-30,Assay,62.9,23.9,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04745,BAL_01,Analytical_Balance,2024-07-30,pH Check,36.7,20.9,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04746,BAL_01,Analytical_Balance,2024-07-30,pH Check,46.8,23.5,pass,CF,Reagent_A,1,After_Automation,0,
S2024-04747,BAL_01,Analytical_Balance,2024-07-30,Endotoxin,60.2,23.3,pass,EL,Media_X,0,After_Automation,0,
S2024-04748,PH_01,pH_Meter,2024-07-30,Weigh,48.5,23.9,pass,CF,Reagent_B,0,After_Automation,0,
S2024-04749,PH_01,pH_Meter,2024-07-30,Weigh,84.5,26.1,pass,CF,Reagent_A,1,After_Automation,0,
S2024-04750,PH_01,pH_Meter,2024-07-30,Impurity,57.2,25.4,pass,AD,Reagent_B,0,After_Automation,0,
S2024-04751,PH_01,pH_Meter,2024-07-30,Weigh,14.2,24.2,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04752,LUM_01,Luminometer,2024-07-30,Assay,37.7,31.6,pass,DG,Media_Y,1,After_Automation,0,
S2024-04753,LUM_01,Luminometer,2024-07-30,Weigh,43.5,25.6,pass,EL,Media_Y,1,After_Automation,0,
S2024-04754,LUM_01,Luminometer,2024-07-30,Endotoxin,42.2,17.7,pass,CF,Media_Y,0,After_Automation,0,
S2024-04755,LUM_01,Luminometer,2024-07-30,Weigh,68.7,26.2,pass,CF,Media_X,0,After_Automation,0,
S2024-04756,HPLC_01,HPLC,2024-07-31,pH Check,65.7,24.0,pass,DG,Reagent_A,1,After_Automation,0,
S2024-04757,HPLC_01,HPLC,2024-07-31,Impurity,35.0,13.3,pass,AD,Media_Y,0,After_Automation,0,
S2024-04758,HPLC_01,HPLC,2024-07-31,Endotoxin,38.0,24.4,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04759,HPLC_01,HPLC,2024-07-31,Assay,48.5,34.0,pass,CF,Reagent_A,0,After_Automation,0,
S2024-04760,HPLC_02,HPLC,2024-07-31,pH Check,40.4,25.9,pass,DG,Media_X,0,After_Automation,0,
S2024-04761,HPLC_02,HPLC,2024-07-31,Endotoxin,26.3,15.8,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04762,HPLC_02,HPLC,2024-07-31,pH Check,52.1,26.7,pass,EL,Media_X,0,After_Automation,0,
S2024-04763,HPLC_02,HPLC,2024-07-31,Endotoxin,31.7,24.1,pass,DG,Media_Y,0,After_Automation,0,
S2024-04764,HPLC_02,HPLC,2024-07-31,Impurity,41.1,14.1,fail,CF,Reagent_A,0,After_Automation,0,
S2024-04765,HPLC_02,HPLC,2024-07-31,Weigh,32.7,17.5,pass,DG,Media_X,0,After_Automation,0,
S2024-04766,HPLC_02,HPLC,2024-07-31,Assay,61.5,19.6,pass,AD,Media_X,1,After_Automation,0,
S2024-04767,UV_01,UV_Spectrometer,2024-07-31,Assay,52.6,15.9,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04768,UV_01,UV_Spectrometer,2024-07-31,Endotoxin,64.3,25.7,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04769,UV_01,UV_Spectrometer,2024-07-31,Endotoxin,55.7,25.2,pass,EL,Media_Y,0,After_Automation,0,
S2024-04770,UV_01,UV_Spectrometer,2024-07-31,Endotoxin,35.1,28.1,pass,AD,Media_Y,0,After_Automation,0,
S2024-04771,BAL_01,Analytical_Balance,2024-07-31,Weigh,27.8,27.2,pass,CF,Media_Y,0,After_Automation,0,
S2024-04772,BAL_01,Analytical_Balance,2024-07-31,Impurity,45.0,27.3,pass,AD,Reagent_B,0,After_Automation,0,
S2024-04773,BAL_01,Analytical_Balance,2024-07-31,Weigh,66.2,17.9,pass,CF,Media_X,0,After_Automation,0,
S2024-04774,BAL_01,Analytical_Balance,2024-07-31,pH Check,48.8,14.5,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04775,BAL_01,Analytical_Balance,2024-07-31,Assay,35.2,25.1,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04776,BAL_01,Analytical_Balance,2024-07-31,Impurity,19.4,20.9,pass,DG,Media_X,0,After_Automation,0,
S2024-04777,PH_01,pH_Meter,2024-07-31,Weigh,57.4,14.2,pass,AD,Media_X,1,After_Automation,0,
S2024-04778,PH_01,pH_Meter,2024-07-31,Impurity,55.5,23.6,pass,EL,Media_Y,0,After_Automation,0,
S2024-04779,PH_01,pH_Meter,2024-07-31,Weigh,44.0,21.2,pass,DG,Reagent_B,1,After_Automation,0,
S2024-04780,PH_01,pH_Meter,2024-07-31,pH Check,44.8,21.8,pass,AD,Reagent_A,0,After_Automation,0,
S2024-04781,PH_01,pH_Meter,2024-07-31,pH Check,51.5,19.0,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04782,PH_01,pH_Meter,2024-07-31,Assay,41.1,22.8,pass,DG,Media_Y,0,After_Automation,0,
S2024-04783,PH_01,pH_Meter,2024-07-31,Assay,44.0,13.9,pass,DG,Reagent_A,0,After_Automation,0,
S2024-04784,PH_01,pH_Meter,2024-07-31,Assay,65.7,26.1,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04785,PH_01,pH_Meter,2024-07-31,Assay,43.4,27.9,pass,AD,Reagent_A,1,After_Automation,0,
S2024-04786,PH_01,pH_Meter,2024-07-31,Weigh,18.8,20.0,pass,DG,Reagent_A,0,After_Automation,0,
S2024-04787,PH_01,pH_Meter,2024-07-31,Assay,57.1,32.9,pass,AD,Media_Y,0,After_Automation,0,
S2024-04788,PH_01,pH_Meter,2024-07-31,Endotoxin,53.9,24.7,pass,DG,Media_Y,0,After_Automation,0,
S2024-04789,LUM_01,Luminometer,2024-07-31,Assay,33.6,16.5,pass,AD,Reagent_A,0,After_Automation,0,
S2024-04790,LUM_01,Luminometer,2024-07-31,Weigh,42.6,19.6,pass,CF,Reagent_B,0,After_Automation,0,
S2024-04791,HPLC_01,HPLC,2024-08-01,Impurity,33.8,25.5,fail,DG,Reagent_A,0,After_Automation,0,
S2024-04792,HPLC_01,HPLC,2024-08-01,pH Check,42.9,22.6,pass,BR,Media_X,0,After_Automation,0,
S2024-04793,HPLC_02,HPLC,2024-08-01,pH Check,69.3,20.5,pass,DG,Reagent_B,0,After_Automation,1,software_error
S2024-04794,HPLC_02,HPLC,2024-08-01,Endotoxin,50.6,20.7,pass,CF,Reagent_A,0,After_Automation,1,software_error
S2024-04795,HPLC_02,HPLC,2024-08-01,Assay,37.7,15.1,pass,BR,Media_X,1,After_Automation,1,software_error
S2024-04796,HPLC_02,HPLC,2024-08-01,Endotoxin,63.3,26.0,pass,DG,Reagent_A,0,After_Automation,1,software_error
S2024-04797,HPLC_02,HPLC,2024-08-01,pH Check,22.8,31.5,pass,BR,Media_X,0,After_Automation,1,software_error
S2024-04798,HPLC_02,HPLC,2024-08-01,Endotoxin,55.6,31.1,pass,CF,Media_X,0,After_Automation,1,software_error
S2024-04799,HPLC_02,HPLC,2024-08-01,Impurity,51.4,25.0,pass,CF,Reagent_B,0,After_Automation,1,software_error
S2024-04800,HPLC_02,HPLC,2024-08-01,pH Check,38.4,24.6,pass,EL,Reagent_A,0,After_Automation,1,software_error
S2024-04801,UV_01,UV_Spectrometer,2024-08-01,pH Check,22.8,23.9,pass,CF,Media_Y,0,After_Automation,0,
S2024-04802,UV_01,UV_Spectrometer,2024-08-01,Impurity,35.9,26.0,fail,EL,Reagent_A,0,After_Automation,0,
S2024-04803,UV_01,UV_Spectrometer,2024-08-01,Assay,63.2,17.9,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04804,UV_01,UV_Spectrometer,2024-08-01,Endotoxin,43.2,21.1,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04805,BAL_01,Analytical_Balance,2024-08-01,Assay,29.0,18.5,pass,EL,Media_Y,0,After_Automation,0,
S2024-04806,BAL_01,Analytical_Balance,2024-08-01,pH Check,61.9,26.5,pass,BR,Media_Y,0,After_Automation,0,
S2024-04807,BAL_01,Analytical_Balance,2024-08-01,pH Check,38.8,24.9,pass,DG,Media_Y,0,After_Automation,0,
S2024-04808,BAL_01,Analytical_Balance,2024-08-01,Weigh,52.2,10.3,pass,AD,Media_X,0,After_Automation,0,
S2024-04809,BAL_01,Analytical_Balance,2024-08-01,Assay,18.6,22.7,pass,AD,Media_X,0,After_Automation,0,
S2024-04810,BAL_01,Analytical_Balance,2024-08-01,pH Check,30.5,21.8,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04811,BAL_01,Analytical_Balance,2024-08-01,Assay,22.3,27.0,fail,DG,Reagent_B,0,After_Automation,0,
S2024-04812,BAL_01,Analytical_Balance,2024-08-01,Endotoxin,59.2,24.9,pass,CF,Media_Y,0,After_Automation,0,
S2024-04813,BAL_01,Analytical_Balance,2024-08-01,Impurity,46.0,21.0,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04814,BAL_01,Analytical_Balance,2024-08-01,pH Check,20.3,25.1,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04815,BAL_01,Analytical_Balance,2024-08-01,Endotoxin,48.0,15.3,pass,AD,Reagent_A,0,After_Automation,0,
S2024-04816,PH_01,pH_Meter,2024-08-01,Assay,47.8,22.7,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04817,PH_01,pH_Meter,2024-08-01,Weigh,23.8,19.1,pass,CF,Reagent_B,0,After_Automation,0,
S2024-04818,LUM_01,Luminometer,2024-08-01,Assay,48.3,28.3,pass,AD,Media_Y,1,After_Automation,0,
S2024-04819,LUM_01,Luminometer,2024-08-01,pH Check,47.3,20.0,pass,DG,Reagent_A,1,After_Automation,0,
S2024-04820,LUM_01,Luminometer,2024-08-01,Weigh,29.6,20.0,pass,EL,Media_Y,0,After_Automation,0,
S2024-04821,LUM_01,Luminometer,2024-08-01,Weigh,50.9,23.2,pass,AD,Media_Y,1,After_Automation,0,
S2024-04822,HPLC_01,HPLC,2024-08-02,pH Check,42.5,28.8,pass,DG,Media_Y,0,After_Automation,0,
S2024-04823,HPLC_01,HPLC,2024-08-02,pH Check,50.8,27.5,pass,EL,Media_X,0,After_Automation,0,
S2024-04824,HPLC_01,HPLC,2024-08-02,Endotoxin,40.0,25.5,pass,CF,Reagent_B,0,After_Automation,0,
S2024-04825,HPLC_01,HPLC,2024-08-02,Assay,14.7,30.3,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04826,HPLC_01,HPLC,2024-08-02,Assay,44.1,28.9,fail,CF,Reagent_B,0,After_Automation,0,
S2024-04827,HPLC_02,HPLC,2024-08-02,Weigh,47.1,23.2,pass,DG,Media_X,1,After_Automation,0,
S2024-04828,HPLC_02,HPLC,2024-08-02,pH Check,21.9,20.8,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04829,HPLC_02,HPLC,2024-08-02,Assay,51.3,30.0,pass,DG,Media_Y,0,After_Automation,0,
S2024-04830,UV_01,UV_Spectrometer,2024-08-02,pH Check,45.8,26.1,pass,EL,Media_Y,1,After_Automation,0,
S2024-04831,UV_01,UV_Spectrometer,2024-08-02,Impurity,44.9,26.8,pass,AD,Media_Y,0,After_Automation,0,
S2024-04832,UV_01,UV_Spectrometer,2024-08-02,Impurity,50.1,23.6,pass,EL,Media_Y,1,After_Automation,0,
S2024-04833,UV_01,UV_Spectrometer,2024-08-02,Assay,24.9,24.3,pass,BR,Reagent_A,1,After_Automation,0,
S2024-04834,UV_01,UV_Spectrometer,2024-08-02,pH Check,41.4,27.4,pass,AD,Reagent_B,0,After_Automation,0,
S2024-04835,BAL_01,Analytical_Balance,2024-08-02,Weigh,44.8,21.1,pass,AD,Media_X,0,After_Automation,0,
S2024-04836,BAL_01,Analytical_Balance,2024-08-02,Weigh,67.5,21.1,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04837,BAL_01,Analytical_Balance,2024-08-02,Weigh,55.9,33.3,pass,BR,Media_X,0,After_Automation,0,
S2024-04838,BAL_01,Analytical_Balance,2024-08-02,pH Check,46.5,34.0,pass,BR,Reagent_A,1,After_Automation,0,
S2024-04839,BAL_01,Analytical_Balance,2024-08-02,Impurity,43.2,12.6,pass,AD,Media_Y,1,After_Automation,0,
S2024-04840,BAL_01,Analytical_Balance,2024-08-02,Assay,61.0,22.2,pass,EL,Media_X,0,After_Automation,0,
S2024-04841,PH_01,pH_Meter,2024-08-02,Assay,33.1,26.9,pass,AD,Media_X,0,After_Automation,0,
S2024-04842,PH_01,pH_Meter,2024-08-02,pH Check,54.7,19.9,pass,CF,Reagent_A,0,After_Automation,0,
S2024-04843,PH_01,pH_Meter,2024-08-02,Assay,58.3,22.1,pass,DG,Media_X,0,After_Automation,0,
S2024-04844,PH_01,pH_Meter,2024-08-02,pH Check,20.4,14.3,pass,DG,Media_X,0,After_Automation,0,
S2024-04845,PH_01,pH_Meter,2024-08-02,Impurity,38.3,28.0,fail,EL,Media_Y,0,After_Automation,0,
S2024-04846,PH_01,pH_Meter,2024-08-02,Impurity,32.9,27.4,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04847,PH_01,pH_Meter,2024-08-02,Endotoxin,42.2,20.9,pass,BR,Media_X,0,After_Automation,0,
S2024-04848,LUM_01,Luminometer,2024-08-02,Assay,58.4,14.9,pass,CF,Media_Y,0,After_Automation,0,
S2024-04849,HPLC_01,HPLC,2024-08-03,Endotoxin,58.4,29.4,pass,CF,Media_X,0,After_Automation,0,
S2024-04850,HPLC_01,HPLC,2024-08-03,pH Check,39.5,25.9,pass,DG,Media_Y,0,After_Automation,0,
S2024-04851,HPLC_02,HPLC,2024-08-03,Weigh,65.9,11.2,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04852,UV_01,UV_Spectrometer,2024-08-03,Assay,54.4,14.2,pass,AD,Media_X,0,After_Automation,0,
S2024-04853,BAL_01,Analytical_Balance,2024-08-03,Weigh,53.2,27.3,pass,AD,Media_X,0,After_Automation,0,
S2024-04854,BAL_01,Analytical_Balance,2024-08-03,Weigh,51.5,22.1,pass,EL,Media_X,0,After_Automation,0,
S2024-04855,BAL_01,Analytical_Balance,2024-08-03,Weigh,65.6,18.8,pass,EL,Media_Y,0,After_Automation,0,
S2024-04856,BAL_01,Analytical_Balance,2024-08-03,Weigh,52.7,19.7,pass,EL,Media_Y,0,After_Automation,0,
S2024-04857,BAL_01,Analytical_Balance,2024-08-03,Impurity,25.9,24.2,pass,CF,Reagent_A,0,After_Automation,0,
S2024-04858,PH_01,pH_Meter,2024-08-03,Assay,23.6,21.5,pass,BR,Media_X,0,After_Automation,0,
S2024-04859,PH_01,pH_Meter,2024-08-03,Weigh,25.5,25.1,pass,EL,Media_X,0,After_Automation,0,
S2024-04860,PH_01,pH_Meter,2024-08-03,Assay,31.4,19.0,pass,EL,Media_X,1,After_Automation,0,
S2024-04861,HPLC_01,HPLC,2024-08-04,pH Check,46.3,15.2,pass,EL,Reagent_B,1,After_Automation,0,
S2024-04862,HPLC_01,HPLC,2024-08-04,Impurity,25.3,23.8,pass,DG,Reagent_A,1,After_Automation,0,
S2024-04863,HPLC_01,HPLC,2024-08-04,Endotoxin,20.0,16.5,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04864,HPLC_01,HPLC,2024-08-04,Assay,40.9,21.4,pass,CF,Reagent_A,0,After_Automation,0,
S2024-04865,HPLC_02,HPLC,2024-08-04,Endotoxin,67.6,19.7,pass,CF,Reagent_B,1,After_Automation,0,
S2024-04866,HPLC_02,HPLC,2024-08-04,Weigh,43.1,24.8,pass,DG,Media_Y,0,After_Automation,0,
S2024-04867,HPLC_02,HPLC,2024-08-04,Impurity,50.8,29.7,pass,BR,Media_X,0,After_Automation,0,
S2024-04868,UV_01,UV_Spectrometer,2024-08-04,Endotoxin,37.6,21.3,pass,EL,Media_Y,0,After_Automation,0,
S2024-04869,UV_01,UV_Spectrometer,2024-08-04,Impurity,52.9,18.4,pass,DG,Media_X,0,After_Automation,0,
S2024-04870,UV_01,UV_Spectrometer,2024-08-04,Impurity,37.8,21.5,pass,EL,Media_X,0,After_Automation,0,
S2024-04871,UV_01,UV_Spectrometer,2024-08-04,Endotoxin,41.6,22.6,pass,DG,Media_Y,0,After_Automation,0,
S2024-04872,UV_01,UV_Spectrometer,2024-08-04,pH Check,59.4,26.2,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04873,UV_01,UV_Spectrometer,2024-08-04,Assay,36.9,26.4,pass,CF,Reagent_B,0,After_Automation,0,
S2024-04874,UV_01,UV_Spectrometer,2024-08-04,Weigh,52.4,21.3,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04875,BAL_01,Analytical_Balance,2024-08-04,Weigh,56.5,21.4,pass,AD,Reagent_B,0,After_Automation,0,
S2024-04876,BAL_01,Analytical_Balance,2024-08-04,Impurity,45.5,21.5,pass,CF,Reagent_A,0,After_Automation,0,
S2024-04877,PH_01,pH_Meter,2024-08-04,Assay,67.8,22.3,pass,DG,Media_Y,0,After_Automation,0,
S2024-04878,HPLC_01,HPLC,2024-08-05,Weigh,36.0,19.3,fail,DG,Media_Y,0,After_Automation,0,
S2024-04879,HPLC_01,HPLC,2024-08-05,Weigh,71.5,13.6,pass,AD,Reagent_A,0,After_Automation,0,
S2024-04880,HPLC_01,HPLC,2024-08-05,Weigh,30.8,15.6,pass,CF,Media_Y,0,After_Automation,0,
S2024-04881,HPLC_01,HPLC,2024-08-05,Impurity,40.1,20.5,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04882,HPLC_02,HPLC,2024-08-05,Endotoxin,60.5,14.2,pass,CF,Reagent_B,0,After_Automation,0,
S2024-04883,HPLC_02,HPLC,2024-08-05,Impurity,55.8,21.4,pass,EL,Media_X,1,After_Automation,0,
S2024-04884,HPLC_02,HPLC,2024-08-05,Endotoxin,52.4,19.6,pass,DG,Reagent_A,0,After_Automation,0,
S2024-04885,HPLC_02,HPLC,2024-08-05,Endotoxin,39.1,24.7,pass,CF,Media_Y,0,After_Automation,0,
S2024-04886,UV_01,UV_Spectrometer,2024-08-05,Endotoxin,26.7,34.1,pass,BR,Media_Y,0,After_Automation,0,
S2024-04887,UV_01,UV_Spectrometer,2024-08-05,pH Check,49.6,27.9,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04888,UV_01,UV_Spectrometer,2024-08-05,Impurity,46.2,24.6,pass,AD,Media_Y,0,After_Automation,0,
S2024-04889,UV_01,UV_Spectrometer,2024-08-05,pH Check,31.7,31.0,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04890,UV_01,UV_Spectrometer,2024-08-05,pH Check,67.6,21.9,pass,AD,Reagent_B,1,After_Automation,0,
S2024-04891,BAL_01,Analytical_Balance,2024-08-05,Impurity,43.0,18.5,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04892,BAL_01,Analytical_Balance,2024-08-05,Assay,56.6,17.7,pass,BR,Media_X,0,After_Automation,0,
S2024-04893,BAL_01,Analytical_Balance,2024-08-05,pH Check,33.5,21.4,fail,DG,Reagent_B,1,After_Automation,0,
S2024-04894,BAL_01,Analytical_Balance,2024-08-05,Impurity,41.7,24.5,pass,CF,Media_Y,0,After_Automation,0,
S2024-04895,BAL_01,Analytical_Balance,2024-08-05,Endotoxin,56.4,27.1,pass,AD,Media_Y,0,After_Automation,0,
S2024-04896,BAL_01,Analytical_Balance,2024-08-05,Impurity,44.9,20.0,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04897,BAL_01,Analytical_Balance,2024-08-05,Endotoxin,64.4,29.0,pass,AD,Media_X,0,After_Automation,0,
S2024-04898,BAL_01,Analytical_Balance,2024-08-05,Endotoxin,65.4,21.7,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04899,BAL_01,Analytical_Balance,2024-08-05,pH Check,20.2,29.7,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04900,BAL_01,Analytical_Balance,2024-08-05,Impurity,55.1,24.5,pass,EL,Media_X,0,After_Automation,0,
S2024-04901,BAL_01,Analytical_Balance,2024-08-05,Weigh,43.8,16.4,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04902,PH_01,pH_Meter,2024-08-05,pH Check,58.9,16.1,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04903,PH_01,pH_Meter,2024-08-05,Endotoxin,46.8,24.8,pass,DG,Media_Y,0,After_Automation,0,
S2024-04904,PH_01,pH_Meter,2024-08-05,Endotoxin,50.9,17.9,pass,AD,Media_X,0,After_Automation,0,
S2024-04905,LUM_01,Luminometer,2024-08-05,Endotoxin,45.2,23.7,pass,EL,Media_X,0,After_Automation,0,
S2024-04906,HPLC_01,HPLC,2024-08-06,Weigh,69.9,23.9,pass,CF,Media_Y,0,After_Automation,0,
S2024-04907,HPLC_01,HPLC,2024-08-06,Endotoxin,30.4,22.5,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04908,HPLC_01,HPLC,2024-08-06,Weigh,37.2,23.7,pass,EL,Reagent_B,0,After_Automation,0,
S2024-04909,HPLC_01,HPLC,2024-08-06,pH Check,66.5,23.8,pass,BR,Media_X,0,After_Automation,0,
S2024-04910,UV_01,UV_Spectrometer,2024-08-06,pH Check,63.1,16.9,pass,CF,Reagent_A,0,After_Automation,0,
S2024-04911,UV_01,UV_Spectrometer,2024-08-06,Weigh,28.8,20.6,pass,BR,Reagent_B,0,After_Automation,0,
S2024-04912,BAL_01,Analytical_Balance,2024-08-06,Assay,58.6,30.0,pass,BR,Reagent_A,0,After_Automation,0,
S2024-04913,BAL_01,Analytical_Balance,2024-08-06,Endotoxin,57.0,23.0,fail,BR,Reagent_B,0,After_Automation,0,
S2024-04914,BAL_01,Analytical_Balance,2024-08-06,Impurity,66.6,28.0,pass,BR,Media_Y,0,After_Automation,0,
S2024-04915,PH_01,pH_Meter,2024-08-06,pH Check,61.4,33.4,pass,CF,Reagent_B,0,After_Automation,0,
S2024-04916,PH_01,pH_Meter,2024-08-06,pH Check,48.9,27.2,pass,CF,Media_X,0,After_Automation,0,
S2024-04917,LUM_01,Luminometer,2024-08-06,Impurity,47.8,17.9,pass,EL,Reagent_A,0,After_Automation,0,
S2024-04918,LUM_01,Luminometer,2024-08-06,Weigh,20.6,21.9,pass,EL,Media_Y,0,After_Automation,0,
S2024-04919,LUM_01,Luminometer,2024-08-06,Assay,26.4,23.2,pass,DG,Reagent_B,0,After_Automation,0,
S2024-04920,LUM_01,Luminometer,2024-08-06,Assay,58.4,31.6,pass,EL,Media_Y,0,After_Automation,0,
S2024-04921,HPLC_01,HPLC,2024-08-07,Assay,31.8,26.6,pass,AD,Reagent_A,0,After_Automation,0,
S2024-04922,HPLC_01,HPLC,2024-08-07,Endotoxin,59.9,28.5,pass,CF,Reagent_A,0,After_Automation,0,
S2024-04923,HPLC_02,HPLC,2024-08-07,Weigh,43.0,26.8,pass,AD,Reagent_B,0,After_Automation,0,
